area,areaid,dailydose1,dailydose2,dailydose3,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totaldose3,totalvaccinations
ΠΡΕΒΕΖΑΣ,404,364,131,0,11,495,2021-05-22 00:00:00,18760,18760,8374,0,26544
ΡΕΘΥΜΝΟΥ,1303,486,105,0,-47,591,2021-05-22 00:00:00,22451,22451,14189,0,36055
ΡΟΔΟΠΗΣ,106,653,101,0,-8,754,2021-05-22 00:00:00,24121,24121,12941,0,36482
ΡΟΔΟΥ,1211,1353,733,0,100,1464,2021-05-22 00:00:00,29189,29189,15955,0,40669
ΣΑΜΟΥ,1104,345,196,0,38,383,2021-05-22 00:00:00,8129,8129,4796,0,12237
ΣΕΡΡΩΝ,206,984,241,0,27,1225,2021-05-22 00:00:00,39552,39553,20478,0,59441
ΣΠΟΡΑΔΩΝ,504,122,115,0,6,237,2021-05-22 00:00:00,6384,6384,3537,0,9921
ΣΥΡΟΥ,1212,332,266,0,2,333,2021-05-22 00:00:00,7385,7385,4739,0,10294
ΤΗΝΟΥ,1213,70,50,0,-138,120,2021-05-22 00:00:00,4179,4179,1779,0,5958
ΤΡΙΚΑΛΩΝ,505,864,129,0,101,993,2021-05-22 00:00:00,34257,34257,17952,0,51632
ΦΘΙΩΤΙΔΑΣ,804,1033,152,0,2,1185,2021-05-22 00:00:00,39600,39600,20482,0,59483
ΦΛΩΡΙΝΑΣ,304,355,89,0,-68,444,2021-05-22 00:00:00,15855,15855,11254,0,26779
ΦΩΚΙΔΑΣ,805,311,23,0,35,334,2021-05-22 00:00:00,9861,9861,5450,0,14811
ΧΑΛΚΙΔΙΚΗΣ,207,768,134,0,-27,902,2021-05-22 00:00:00,29981,29981,17376,0,46793
ΧΑΝΙΩΝ,1304,1361,202,0,-8,1563,2021-05-22 00:00:00,49253,49253,28748,0,77412
ΧΙΟΥ,1105,508,278,0,19,581,2021-05-22 00:00:00,15353,15355,7643,0,21053
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,1359,282,0,5,1641,2021-05-24 00:00:00,52465,52465,21466,0,72829
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1541,517,0,110,2058,2021-05-24 00:00:00,81485,81487,40553,0,121441
ΑΝΔΡΟΥ,1201,132,80,0,64,212,2021-05-24 00:00:00,4720,4720,2060,0,6780
ΑΡΓΟΛΙΔΑΣ,1001,690,116,0,16,806,2021-05-24 00:00:00,29306,29306,15951,0,44098
ΑΡΚΑΔΙΑΣ,1002,500,107,0,-34,607,2021-05-24 00:00:00,24404,24404,11325,0,35145
ΑΡΤΑΣ,401,448,32,0,48,480,2021-05-24 00:00:00,16968,16968,10049,0,26432
ΑΧΑΪΑΣ,702,2216,629,0,135,2845,2021-05-24 00:00:00,86195,86195,43231,0,127278
ΒΟΙΩΤΙΑΣ,801,890,221,0,76,1111,2021-05-24 00:00:00,36874,36874,18869,0,54730
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,5994,3010,0,-212,8999,2021-05-24 00:00:00,328772,328776,184289,0,510610
ΓΡΕΒΕΝΩΝ,301,238,20,0,-2,258,2021-05-24 00:00:00,10185,10185,7242,0,16927
ΔΡΑΜΑΣ,101,579,69,0,-23,648,2021-05-24 00:00:00,23976,23976,14066,0,37483
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,491,127,0,-11,618,2021-05-24 00:00:00,23900,23901,14997,0,38898
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,6466,366,0,-243,6832,2021-05-24 00:00:00,188819,188820,75180,0,262830
ΕΒΡΟΥ,102,968,216,0,-19,1184,2021-05-24 00:00:00,41000,41001,23895,0,63695
ΕΥΒΟΙΑΣ,802,1277,294,0,-41,1571,2021-05-24 00:00:00,53240,53241,31190,0,83043
ΕΥΡΥΤΑΝΙΑΣ,803,84,16,0,2,100,2021-05-24 00:00:00,4434,4434,3370,0,7329
ΖΑΚΥΝΘΟΥ,601,508,247,0,-6,525,2021-05-24 00:00:00,13501,13501,7382,0,18947
ΗΛΕΙΑΣ,703,1004,138,0,-36,1142,2021-05-24 00:00:00,40677,40677,20224,0,59762
ΗΜΑΘΙΑΣ,201,892,152,0,54,1044,2021-05-24 00:00:00,35737,35737,20704,0,55511
ΗΡΑΚΛΕΙΟΥ,1301,2058,273,0,-63,2331,2021-05-24 00:00:00,83171,83171,40135,0,122142
ΘΑΣΟΥ,103,171,93,0,-76,174,2021-05-24 00:00:00,6274,6275,3903,0,9627
ΘΕΣΠΡΩΤΙΑΣ,402,404,70,0,3,474,2021-05-24 00:00:00,17530,17530,12135,0,29065
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,7904,3441,0,134,11345,2021-05-24 00:00:00,363537,363543,215693,0,575379
ΘΗΡΑΣ,1202,413,220,0,105,419,2021-05-24 00:00:00,8787,8787,6540,0,12974
ΙΘΑΚΗΣ,602,19,0,0,19,19,2021-05-24 00:00:00,1952,1952,1632,0,3584
ΙΚΑΡΙΑΣ,1101,84,43,0,27,127,2021-05-24 00:00:00,4701,4701,2881,0,7582
ΙΩΑΝΝΙΝΩΝ,403,1172,178,0,-14,1350,2021-05-24 00:00:00,52141,52142,27222,0,78180
ΚΑΒΑΛΑΣ,104,888,90,0,35,978,2021-05-24 00:00:00,33920,33920,18394,0,51744
ΚΑΛΥΜΝΟΥ,1203,428,215,0,103,429,2021-05-24 00:00:00,10538,10538,8072,0,16421
ΚΑΡΔΙΤΣΑΣ,501,731,207,0,5,938,2021-05-24 00:00:00,33657,33657,15796,0,48874
ΚΑΡΠΑΘΟΥ,1204,2,1,0,-36,3,2021-05-24 00:00:00,3953,3953,2374,0,6327
ΚΑΣΤΟΡΙΑΣ,302,481,65,0,13,546,2021-05-24 00:00:00,18255,18255,11635,0,29410
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,15,35,0,-44,50,2021-05-24 00:00:00,3108,3108,2102,0,5210
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,7298,1503,0,-180,8801,2021-05-24 00:00:00,361753,361757,232378,0,586639
ΚΕΡΚΥΡΑΣ,603,1190,409,0,92,1327,2021-05-24 00:00:00,34813,34813,18524,0,50997
ΚΕΦΑΛΛΗΝΙΑΣ,604,462,207,0,52,525,2021-05-24 00:00:00,13425,13425,8830,0,20831
ΚΙΛΚΙΣ,203,463,73,0,9,536,2021-05-24 00:00:00,23375,23375,15143,0,37713
ΚΟΖΑΝΗΣ,303,1009,179,0,46,1188,2021-05-24 00:00:00,41455,41455,24610,0,64880
ΚΟΡΙΝΘΙΑΣ,1003,873,252,0,-8,1125,2021-05-24 00:00:00,37598,37598,17076,0,54099
ΚΩ,1206,420,214,0,161,464,2021-05-24 00:00:00,10793,10793,7414,0,16759
ΛΑΚΩΝΙΑΣ,1004,576,127,0,45,703,2021-05-24 00:00:00,23813,23813,13271,0,35974
ΛΑΡΙΣΑΣ,502,1817,347,0,8,2164,2021-05-24 00:00:00,72770,72770,35419,0,107036
ΛΑΣΙΘΙΟΥ,1302,653,63,0,29,716,2021-05-24 00:00:00,27817,27817,19356,0,45270
ΛΕΣΒΟΥ,1102,753,323,0,32,805,2021-05-24 00:00:00,22140,22140,14332,0,34217
ΛΕΥΚΑΔΑΣ,605,359,237,0,41,406,2021-05-24 00:00:00,9898,9898,6030,0,14388
ΛΗΜΝΟΥ,1103,275,110,0,25,286,2021-05-24 00:00:00,6466,6466,3877,0,9395
ΜΑΓΝΗΣΙΑΣ,503,1595,217,0,24,1812,2021-05-24 00:00:00,51442,51442,25940,0,76802
ΜΕΣΣΗΝΙΑΣ,1005,1158,104,0,-64,1262,2021-05-24 00:00:00,44637,44637,23189,0,66681
ΜΗΛΟΥ,1207,31,8,0,15,39,2021-05-24 00:00:00,7240,7240,4234,0,11474
ΜΥΚΟΝΟΥ,1208,293,214,0,-116,295,2021-05-24 00:00:00,3758,3758,2926,0,5189
ΝΑΞΟΥ,1209,330,321,0,119,556,2021-05-24 00:00:00,7091,7091,4631,0,11162
ΝΗΣΩΝ,906,838,434,0,76,985,2021-05-24 00:00:00,26664,26665,19259,0,44247
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,4637,1709,0,330,6346,2021-05-24 00:00:00,155185,155188,58322,0,212925
ΞΑΝΘΗΣ,105,633,88,0,-52,721,2021-05-24 00:00:00,24816,24816,13363,0,37614
ΠΑΡΟΥ,1210,267,220,0,28,298,2021-05-24 00:00:00,4824,4824,3547,0,7237
ΠΕΙΡΑΙΩΣ,908,1618,518,0,-21,2136,2021-05-24 00:00:00,94475,94475,59078,0,152419
ΠΕΛΛΑΣ,204,1081,172,0,36,1253,2021-05-24 00:00:00,40344,40345,29069,0,68454
ΠΙΕΡΙΑΣ,205,848,108,0,-1,956,2021-05-24 00:00:00,32300,32300,20930,0,52650
ΠΡΕΒΕΖΑΣ,404,366,134,0,5,500,2021-05-24 00:00:00,19126,19126,8508,0,27044
ΡΕΘΥΜΝΟΥ,1303,509,114,0,32,623,2021-05-24 00:00:00,22960,22960,14303,0,36678
ΡΟΔΟΠΗΣ,106,736,68,0,50,804,2021-05-24 00:00:00,24857,24857,13009,0,37286
ΡΟΔΟΥ,1211,1191,663,0,-160,1304,2021-05-24 00:00:00,30380,30380,16618,0,41973
ΣΑΜΟΥ,1104,343,188,0,1,384,2021-05-24 00:00:00,8472,8472,4984,0,12621
ΣΕΡΡΩΝ,206,943,222,0,-60,1165,2021-05-24 00:00:00,40495,40496,20700,0,60606
ΣΠΟΡΑΔΩΝ,504,120,71,0,-46,191,2021-05-24 00:00:00,6504,6504,3608,0,10112
ΣΥΡΟΥ,1212,386,309,0,82,415,2021-05-24 00:00:00,7771,7771,5048,0,10709
ΤΗΝΟΥ,1213,285,53,0,218,338,2021-05-24 00:00:00,4464,4464,1832,0,6296
ΤΡΙΚΑΛΩΝ,505,844,147,0,-2,991,2021-05-24 00:00:00,35101,35101,18099,0,52623
ΦΘΙΩΤΙΔΑΣ,804,1069,184,0,68,1253,2021-05-24 00:00:00,40669,40669,20666,0,60736
ΦΛΩΡΙΝΑΣ,304,387,71,0,14,458,2021-05-24 00:00:00,16242,16242,11325,0,27237
ΦΩΚΙΔΑΣ,805,308,0,0,-26,308,2021-05-24 00:00:00,10169,10169,5450,0,15119
ΧΑΛΚΙΔΙΚΗΣ,207,755,127,0,-20,882,2021-05-24 00:00:00,30736,30736,17503,0,47675
ΧΑΝΙΩΝ,1304,1376,150,0,-37,1526,2021-05-24 00:00:00,50629,50629,28898,0,78938
ΧΙΟΥ,1105,548,316,0,40,621,2021-05-24 00:00:00,15901,15903,7959,0,21674
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,1014,255,0,-372,1269,2021-05-25 00:00:00,53479,53479,21721,0,74098
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1358,499,0,-201,1857,2021-05-25 00:00:00,82843,82845,41052,0,123298
ΑΝΔΡΟΥ,1201,151,76,0,15,227,2021-05-25 00:00:00,4871,4871,2136,0,7007
ΑΡΓΟΛΙΔΑΣ,1001,625,145,0,-36,770,2021-05-25 00:00:00,29931,29931,16096,0,44868
ΑΡΚΑΔΙΑΣ,1002,469,135,0,-3,604,2021-05-25 00:00:00,24873,24873,11460,0,35749
ΑΡΤΑΣ,401,385,20,0,-75,405,2021-05-25 00:00:00,17353,17353,10069,0,26837
ΑΧΑΪΑΣ,702,2115,610,0,-120,2725,2021-05-25 00:00:00,88310,88310,43841,0,130003
ΒΟΙΩΤΙΑΣ,801,831,215,0,-65,1046,2021-05-25 00:00:00,37705,37705,19084,0,55776
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,5696,2899,0,-415,8584,2021-05-25 00:00:00,334466,334472,187188,0,519194
ΓΡΕΒΕΝΩΝ,301,251,28,0,21,279,2021-05-25 00:00:00,10436,10436,7270,0,17206
ΔΡΑΜΑΣ,101,549,75,0,-24,624,2021-05-25 00:00:00,24525,24525,14141,0,38107
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,444,150,0,-24,594,2021-05-25 00:00:00,24344,24345,15147,0,39492
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,6122,478,0,-232,6600,2021-05-25 00:00:00,194941,194942,75658,0,269430
ΕΒΡΟΥ,102,930,167,0,-87,1097,2021-05-25 00:00:00,41930,41931,24062,0,64792
ΕΥΒΟΙΑΣ,802,1221,215,0,-135,1436,2021-05-25 00:00:00,54461,54462,31405,0,84479
ΕΥΡΥΤΑΝΙΑΣ,803,71,16,0,-13,87,2021-05-25 00:00:00,4505,4505,3386,0,7416
ΖΑΚΥΝΘΟΥ,601,396,162,0,-97,428,2021-05-25 00:00:00,13897,13897,7544,0,19375
ΗΛΕΙΑΣ,703,970,120,0,-52,1090,2021-05-25 00:00:00,41647,41647,20344,0,60852
ΗΜΑΘΙΑΣ,201,823,170,0,-51,993,2021-05-25 00:00:00,36560,36560,20874,0,56504
ΗΡΑΚΛΕΙΟΥ,1301,1941,352,0,-38,2293,2021-05-25 00:00:00,85112,85112,40487,0,124435
ΘΑΣΟΥ,103,161,102,0,-8,166,2021-05-25 00:00:00,6435,6436,4005,0,9793
ΘΕΣΠΡΩΤΙΑΣ,402,380,93,0,-1,473,2021-05-25 00:00:00,17910,17910,12228,0,29538
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,7851,3463,0,-31,11314,2021-05-25 00:00:00,371388,371394,219156,0,586693
ΘΗΡΑΣ,1202,498,285,0,83,502,2021-05-25 00:00:00,9285,9285,6825,0,13476
ΙΘΑΚΗΣ,602,0,0,0,-19,0,2021-05-25 00:00:00,1952,1952,1632,0,3584
ΙΚΑΡΙΑΣ,1101,47,31,0,-49,78,2021-05-25 00:00:00,4748,4748,2912,0,7660
ΙΩΑΝΝΙΝΩΝ,403,1077,231,0,-42,1308,2021-05-25 00:00:00,53218,53219,27453,0,79488
ΚΑΒΑΛΑΣ,104,820,125,0,-33,945,2021-05-25 00:00:00,34740,34740,18519,0,52689
ΚΑΛΥΜΝΟΥ,1203,348,162,0,-74,355,2021-05-25 00:00:00,10886,10886,8234,0,16776
ΚΑΡΔΙΤΣΑΣ,501,718,229,0,9,947,2021-05-25 00:00:00,34375,34375,16025,0,49821
ΚΑΡΠΑΘΟΥ,1204,0,72,0,69,72,2021-05-25 00:00:00,3953,3953,2446,0,6399
ΚΑΣΤΟΡΙΑΣ,302,433,79,0,-34,512,2021-05-25 00:00:00,18688,18688,11714,0,29922
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,3,51,0,4,54,2021-05-25 00:00:00,3111,3111,2153,0,5264
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,6879,1699,0,-223,8578,2021-05-25 00:00:00,368632,368636,234077,0,595217
ΚΕΡΚΥΡΑΣ,603,1064,347,0,-170,1157,2021-05-25 00:00:00,35877,35877,18871,0,52154
ΚΕΦΑΛΛΗΝΙΑΣ,604,437,246,0,2,527,2021-05-25 00:00:00,13862,13862,9076,0,21358
ΚΙΛΚΙΣ,203,411,81,0,-44,492,2021-05-25 00:00:00,23786,23786,15224,0,38205
ΚΟΖΑΝΗΣ,303,923,151,0,-114,1074,2021-05-25 00:00:00,42378,42378,24761,0,65954
ΚΟΡΙΝΘΙΑΣ,1003,876,208,0,-41,1084,2021-05-25 00:00:00,38474,38474,17284,0,55183
ΚΩ,1206,354,208,0,-47,417,2021-05-25 00:00:00,11147,11147,7622,0,17176
ΛΑΚΩΝΙΑΣ,1004,537,141,0,-25,678,2021-05-25 00:00:00,24350,24350,13412,0,36652
ΛΑΡΙΣΑΣ,502,1716,333,0,-116,2048,2021-05-25 00:00:00,74486,74486,35752,0,109084
ΛΑΣΙΘΙΟΥ,1302,607,77,0,-32,684,2021-05-25 00:00:00,28424,28424,19433,0,45954
ΛΕΣΒΟΥ,1102,718,303,0,-6,799,2021-05-25 00:00:00,22858,22858,14635,0,35016
ΛΕΥΚΑΔΑΣ,605,335,233,0,-19,387,2021-05-25 00:00:00,10233,10233,6263,0,14775
ΛΗΜΝΟΥ,1103,199,70,0,-75,211,2021-05-25 00:00:00,6665,6665,3947,0,9606
ΜΑΓΝΗΣΙΑΣ,503,1530,187,0,-95,1717,2021-05-25 00:00:00,52972,52972,26127,0,78519
ΜΕΣΣΗΝΙΑΣ,1005,1125,127,0,-10,1252,2021-05-25 00:00:00,45762,45762,23316,0,67933
ΜΗΛΟΥ,1207,0,0,0,-39,0,2021-05-25 00:00:00,7240,7240,4234,0,11474
ΜΥΚΟΝΟΥ,1208,266,189,0,-28,267,2021-05-25 00:00:00,4024,4024,3115,0,5456
ΝΑΞΟΥ,1209,315,98,0,-235,321,2021-05-25 00:00:00,7406,7406,4729,0,11483
ΝΗΣΩΝ,906,765,416,0,-79,906,2021-05-25 00:00:00,27429,27430,19675,0,45153
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,4258,1798,0,-290,6056,2021-05-25 00:00:00,159443,159446,60120,0,218981
ΞΑΝΘΗΣ,105,584,85,0,-52,669,2021-05-25 00:00:00,25400,25400,13448,0,38283
ΠΑΡΟΥ,1210,267,189,0,-28,270,2021-05-25 00:00:00,5091,5091,3736,0,7507
ΠΕΙΡΑΙΩΣ,908,1519,583,0,-34,2102,2021-05-25 00:00:00,95994,95994,59661,0,154521
ΠΕΛΛΑΣ,204,988,182,0,-83,1170,2021-05-25 00:00:00,41332,41333,29251,0,69624
ΠΙΕΡΙΑΣ,205,848,103,0,-5,951,2021-05-25 00:00:00,33148,33148,21033,0,53601
ΠΡΕΒΕΖΑΣ,404,356,160,0,16,516,2021-05-25 00:00:00,19482,19482,8668,0,27560
ΡΕΘΥΜΝΟΥ,1303,460,140,0,-23,600,2021-05-25 00:00:00,23420,23420,14443,0,37278
ΡΟΔΟΠΗΣ,106,672,84,0,-48,756,2021-05-25 00:00:00,25529,25529,13093,0,38042
ΡΟΔΟΥ,1211,1540,890,0,300,1604,2021-05-25 00:00:00,31920,31920,17508,0,43577
ΣΑΜΟΥ,1104,335,169,0,-10,374,2021-05-25 00:00:00,8807,8807,5153,0,12995
ΣΕΡΡΩΝ,206,985,251,0,71,1236,2021-05-25 00:00:00,41480,41481,20951,0,61842
ΣΠΟΡΑΔΩΝ,504,138,76,0,23,214,2021-05-25 00:00:00,6642,6642,3684,0,10326
ΣΥΡΟΥ,1212,391,298,0,-6,409,2021-05-25 00:00:00,8162,8162,5346,0,11118
ΤΗΝΟΥ,1213,48,66,0,-224,114,2021-05-25 00:00:00,4512,4512,1898,0,6410
ΤΡΙΚΑΛΩΝ,505,816,161,0,-14,977,2021-05-25 00:00:00,35917,35917,18260,0,53600
ΦΘΙΩΤΙΔΑΣ,804,1028,149,0,-76,1177,2021-05-25 00:00:00,41697,41697,20815,0,61913
ΦΛΩΡΙΝΑΣ,304,255,76,0,-127,331,2021-05-25 00:00:00,16497,16497,11401,0,27568
ΦΩΚΙΔΑΣ,805,266,14,0,-28,280,2021-05-25 00:00:00,10435,10435,5464,0,15399
ΧΑΛΚΙΔΙΚΗΣ,207,749,130,0,-3,879,2021-05-25 00:00:00,31485,31485,17633,0,48554
ΧΑΝΙΩΝ,1304,1307,209,0,-10,1516,2021-05-25 00:00:00,51936,51936,29107,0,80454
ΧΙΟΥ,1105,551,321,0,9,630,2021-05-25 00:00:00,16452,16454,8280,0,22304
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,798,882,0,411,1680,2021-05-26 00:00:00,54277,54277,22603,0,75778
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,1229,618,0,-10,1847,2021-05-26 00:00:00,84072,84074,41670,0,125145
ΑΝΔΡΟΥ,1201,163,62,0,-2,225,2021-05-26 00:00:00,5034,5034,2198,0,7232
ΑΡΓΟΛΙΔΑΣ,1001,576,223,0,29,799,2021-05-26 00:00:00,30507,30507,16319,0,45667
ΑΡΚΑΔΙΑΣ,1002,297,333,0,26,630,2021-05-26 00:00:00,25170,25170,11793,0,36379
ΑΡΤΑΣ,401,265,194,0,54,459,2021-05-26 00:00:00,17618,17618,10263,0,27296
ΑΧΑΪΑΣ,702,2053,789,0,117,2842,2021-05-26 00:00:00,90363,90363,44630,0,132845
ΒΟΙΩΤΙΑΣ,801,686,410,0,50,1096,2021-05-26 00:00:00,38391,38391,19494,0,56872
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3930,5092,0,433,9017,2021-05-26 00:00:00,338396,338402,192280,0,528211
ΓΡΕΒΕΝΩΝ,301,186,66,0,-27,252,2021-05-26 00:00:00,10622,10622,7336,0,17458
ΔΡΑΜΑΣ,101,450,374,0,200,824,2021-05-26 00:00:00,24975,24975,14515,0,38931
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,378,223,0,7,601,2021-05-26 00:00:00,24722,24723,15370,0,40093
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,3254,3700,0,354,6954,2021-05-26 00:00:00,198195,198196,79358,0,276384
ΕΒΡΟΥ,102,611,558,0,72,1169,2021-05-26 00:00:00,42541,42542,24620,0,65961
ΕΥΒΟΙΑΣ,802,1109,422,0,95,1531,2021-05-26 00:00:00,55570,55571,31827,0,86010
ΕΥΡΥΤΑΝΙΑΣ,803,70,23,0,6,93,2021-05-26 00:00:00,4575,4575,3409,0,7509
ΖΑΚΥΝΘΟΥ,601,235,254,0,-12,416,2021-05-26 00:00:00,14132,14132,7798,0,19791
ΗΛΕΙΑΣ,703,568,699,0,177,1267,2021-05-26 00:00:00,42215,42215,21043,0,62119
ΗΜΑΘΙΑΣ,201,675,514,0,196,1189,2021-05-26 00:00:00,37235,37235,21388,0,57693
ΗΡΑΚΛΕΙΟΥ,1301,1181,1229,0,117,2410,2021-05-26 00:00:00,86293,86293,41716,0,126845
ΘΑΣΟΥ,103,119,131,0,-13,153,2021-05-26 00:00:00,6554,6555,4136,0,9946
ΘΕΣΠΡΩΤΙΑΣ,402,346,122,0,-5,468,2021-05-26 00:00:00,18256,18256,12350,0,30006
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,7386,3797,0,-131,11183,2021-05-26 00:00:00,378774,378780,222953,0,597876
ΘΗΡΑΣ,1202,398,331,0,-54,448,2021-05-26 00:00:00,9683,9683,7156,0,13924
ΙΘΑΚΗΣ,602,4,0,0,4,4,2021-05-26 00:00:00,1956,1956,1632,0,3588
ΙΚΑΡΙΑΣ,1101,150,83,0,155,233,2021-05-26 00:00:00,4898,4898,2995,0,7893
ΙΩΑΝΝΙΝΩΝ,403,744,592,0,28,1336,2021-05-26 00:00:00,53962,53963,28045,0,80824
ΚΑΒΑΛΑΣ,104,566,423,0,44,989,2021-05-26 00:00:00,35306,35306,18942,0,53678
ΚΑΛΥΜΝΟΥ,1203,215,193,0,-7,348,2021-05-26 00:00:00,11101,11101,8427,0,17124
ΚΑΡΔΙΤΣΑΣ,501,439,533,0,25,972,2021-05-26 00:00:00,34814,34814,16558,0,50793
ΚΑΡΠΑΘΟΥ,1204,1,54,0,-17,55,2021-05-26 00:00:00,3954,3954,2500,0,6454
ΚΑΣΤΟΡΙΑΣ,302,289,183,0,-40,472,2021-05-26 00:00:00,18977,18977,11897,0,30394
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,24,42,0,12,66,2021-05-26 00:00:00,3135,3135,2195,0,5330
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,6653,2182,0,257,8835,2021-05-26 00:00:00,375285,375289,236259,0,604052
ΚΕΡΚΥΡΑΣ,603,829,710,0,114,1271,2021-05-26 00:00:00,36706,36706,19581,0,53425
ΚΕΦΑΛΛΗΝΙΑΣ,604,341,290,0,-26,501,2021-05-26 00:00:00,14203,14203,9366,0,21859
ΚΙΛΚΙΣ,203,261,250,0,19,511,2021-05-26 00:00:00,24047,24047,15474,0,38716
ΚΟΖΑΝΗΣ,303,707,521,0,154,1228,2021-05-26 00:00:00,43085,43085,25282,0,67182
ΚΟΡΙΝΘΙΑΣ,1003,570,557,0,43,1127,2021-05-26 00:00:00,39044,39044,17841,0,56310
ΚΩ,1206,389,216,0,38,455,2021-05-26 00:00:00,11536,11536,7838,0,17631
ΛΑΚΩΝΙΑΣ,1004,388,283,0,-7,671,2021-05-26 00:00:00,24738,24738,13695,0,37323
ΛΑΡΙΣΑΣ,502,1045,1072,0,69,2117,2021-05-26 00:00:00,75531,75531,36824,0,111201
ΛΑΣΙΘΙΟΥ,1302,521,149,0,-14,670,2021-05-26 00:00:00,28945,28945,19582,0,46624
ΛΕΣΒΟΥ,1102,534,283,0,-136,663,2021-05-26 00:00:00,23392,23392,14918,0,35679
ΛΕΥΚΑΔΑΣ,605,333,268,0,15,402,2021-05-26 00:00:00,10566,10566,6531,0,15177
ΛΗΜΝΟΥ,1103,136,107,0,-6,205,2021-05-26 00:00:00,6801,6801,4054,0,9811
ΜΑΓΝΗΣΙΑΣ,503,945,872,0,100,1817,2021-05-26 00:00:00,53917,53917,26999,0,80336
ΜΕΣΣΗΝΙΑΣ,1005,554,781,0,83,1335,2021-05-26 00:00:00,46316,46316,24097,0,69268
ΜΗΛΟΥ,1207,221,80,0,301,301,2021-05-26 00:00:00,7461,7461,4314,0,11775
ΜΥΚΟΝΟΥ,1208,259,207,0,11,278,2021-05-26 00:00:00,4283,4283,3322,0,5734
ΝΑΞΟΥ,1209,256,159,0,9,330,2021-05-26 00:00:00,7662,7662,4888,0,11813
ΝΗΣΩΝ,906,757,463,0,46,952,2021-05-26 00:00:00,28186,28187,20138,0,46105
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,2406,3841,0,191,6247,2021-05-26 00:00:00,161848,161852,63961,0,225228
ΞΑΝΘΗΣ,105,493,267,0,91,760,2021-05-26 00:00:00,25893,25893,13715,0,39043
ΠΑΡΟΥ,1210,244,246,0,43,313,2021-05-26 00:00:00,5335,5335,3982,0,7820
ΠΕΙΡΑΙΩΣ,908,1400,725,0,23,2125,2021-05-26 00:00:00,97394,97394,60386,0,156646
ΠΕΛΛΑΣ,204,892,284,0,6,1176,2021-05-26 00:00:00,42224,42225,29535,0,70800
ΠΙΕΡΙΑΣ,205,729,261,0,39,990,2021-05-26 00:00:00,33877,33877,21294,0,54591
ΠΡΕΒΕΖΑΣ,404,314,166,0,-36,480,2021-05-26 00:00:00,19796,19796,8834,0,28040
ΡΕΘΥΜΝΟΥ,1303,430,191,0,21,621,2021-05-26 00:00:00,23850,23850,14634,0,37899
ΡΟΔΟΠΗΣ,106,514,305,0,63,819,2021-05-26 00:00:00,26043,26043,13398,0,38861
ΡΟΔΟΥ,1211,1391,1089,0,34,1638,2021-05-26 00:00:00,33311,33311,18597,0,45215
ΣΑΜΟΥ,1104,232,125,0,-77,297,2021-05-26 00:00:00,9039,9039,5278,0,13292
ΣΕΡΡΩΝ,206,653,614,0,26,1262,2021-05-26 00:00:00,42133,42134,21565,0,63104
ΣΠΟΡΑΔΩΝ,504,106,69,0,-39,175,2021-05-26 00:00:00,6748,6748,3753,0,10501
ΣΥΡΟΥ,1212,285,290,0,-119,290,2021-05-26 00:00:00,8447,8447,5636,0,11408
ΤΗΝΟΥ,1213,120,54,0,60,174,2021-05-26 00:00:00,4632,4632,1952,0,6584
ΤΡΙΚΑΛΩΝ,505,558,424,0,5,982,2021-05-26 00:00:00,36475,36475,18684,0,54582
